instance_id,seed,model,original_query,repaired_query,ground_truth_repair,exec_success,equiv_success,similarity,oracle_score,edit_distance,edit_distance_norm,latency_s,difficulty,drift_category,query_complexity,sqlstate,captured_error,model_error,prompt_sha1,response_sha1
SDR-42-0011,42,baseline_fuzzy,"SELECT ""total_amount"", COUNT(*) OVER (PARTITION BY ""total_amount"") AS freq, ROW_NUMBER() OVER (PARTITION BY ""total_amount"" ORDER BY ""order_date"") AS rn FROM ""orders"" WHERE ""total_amount"" IS NOT NULL LIMIT 100;","SELECT ""total_amount"", COUNT(*) OVER (PARTITION BY ""total_amount"") AS freq, ROW_NUMBER() OVER (PARTITION BY ""total_amount"" ORDER BY ""order_date"") AS rn FROM order_items WHERE NOT ""total_amount"" IS NULL LIMIT 100;","SELECT order_total, COUNT(*) OVER (PARTITION BY order_total) AS freq, ROW_NUMBER() OVER (PARTITION BY order_total ORDER BY ""order_date"") AS rn FROM order_master WHERE NOT order_total IS NULL LIMIT 100;",False,False,0.0,0.0,53,0.25,0.0,2,mixed,window,42P01,"relation ""orders"" does not exist
LINE 1: ... ""total_amount"" ORDER BY ""order_date"") AS rn FROM ""orders"" W...
                                                             ^
","column ""total_amount"" does not exist
LINE 1: SELECT ""total_amount"", COUNT(*) OVER (PARTITION BY ""total_am...
               ^
",82694f45c33f5ed5f878420a50485680834106e8,f78bc78046a1b2dbbeaff288cf973423c3898c50
SDR-42-0012,42,Gemma3_27b,"SELECT p.""product_name"", oi.""quantity"" FROM ""products"" p JOIN ""order_items"" oi ON p.""product_id"" = oi.""product_id"" WHERE p.""product_name"" IS NOT NULL LIMIT 100;","SELECT p.""prod_name"", oi.""quantity"" FROM ""product_catalog"" p JOIN ""order_items"" oi ON p.""product_id"" = oi.""product_id"" WHERE p.""prod_name"" IS NOT NULL LIMIT 100;","SELECT p.prod_name, oi.""quantity"" FROM product_catalog AS p JOIN ""order_items"" AS oi ON p.""product_id"" = oi.""product_id"" WHERE NOT p.prod_name IS NULL LIMIT 100;",True,True,1.0,1.0,19,0.11801242236024845,9.279780387878418,2,mixed,join,42P01,"relation ""products"" does not exist
LINE 1: SELECT p.""product_name"", oi.""quantity"" FROM ""products"" p JOI...
                                                    ^
",,3ea412b041f1c7f578ef4bd4822c803e65c546f3,36e14eee9fbaf8404057d4cdf4f5fea874ab43f6
SDR-42-0012,42,DeepSeek_7b,"SELECT p.""product_name"", oi.""quantity"" FROM ""products"" p JOIN ""order_items"" oi ON p.""product_id"" = oi.""product_id"" WHERE p.""product_name"" IS NOT NULL LIMIT 100;","SELECT p.""prod_name"", oi.""quantity"" FROM ""product_catalog"" p JOIN ""orders"" oi ON p.""product_id"" = oi.""product_id"" WHERE p.""prod_name"" IS NOT NULL LIMIT 100;","SELECT p.prod_name, oi.""quantity"" FROM product_catalog AS p JOIN ""order_items"" AS oi ON p.""product_id"" = oi.""product_id"" WHERE NOT p.prod_name IS NULL LIMIT 100;",False,False,0.0,0.0,24,0.14906832298136646,7.999344110488892,2,mixed,join,42P01,"relation ""products"" does not exist
LINE 1: SELECT p.""product_name"", oi.""quantity"" FROM ""products"" p JOI...
                                                    ^
","column oi.product_id does not exist
LINE 1: ...t_catalog"" p JOIN ""orders"" oi ON p.""product_id"" = oi.""produc...
                                                             ^
HINT:  Perhaps you meant t",3ea412b041f1c7f578ef4bd4822c803e65c546f3,e9b3c9c3097c2adcd692362398fdc0d76b6c0029
SDR-42-0012,42,Mistral_7b,"SELECT p.""product_name"", oi.""quantity"" FROM ""products"" p JOIN ""order_items"" oi ON p.""product_id"" = oi.""product_id"" WHERE p.""product_name"" IS NOT NULL LIMIT 100;","SELECT p.prod_name, oi.quantity FROM product_catalog p JOIN order_items oi ON p.product_id = oi.product_id WHERE p.prod_name IS NOT NULL LIMIT 100;","SELECT p.prod_name, oi.""quantity"" FROM product_catalog AS p JOIN ""order_items"" AS oi ON p.""product_id"" = oi.""product_id"" WHERE NOT p.prod_name IS NULL LIMIT 100;",True,True,1.0,1.0,22,0.13664596273291926,3.304703712463379,2,mixed,join,42P01,"relation ""products"" does not exist
LINE 1: SELECT p.""product_name"", oi.""quantity"" FROM ""products"" p JOI...
                                                    ^
",,3ea412b041f1c7f578ef4bd4822c803e65c546f3,9ad2dfe36bc6306d741afb43092aac177e668480
SDR-42-0012,42,phi4_14b,"SELECT p.""product_name"", oi.""quantity"" FROM ""products"" p JOIN ""order_items"" oi ON p.""product_id"" = oi.""product_id"" WHERE p.""product_name"" IS NOT NULL LIMIT 100;","SELECT pc.""prod_name"", oi.""quantity"" FROM ""product_catalog"" pc JOIN ""order_items"" oi ON pc.""product_id"" = oi.""product_id"" WHERE pc.""prod_name"" IS NOT NULL LIMIT 100;","SELECT p.prod_name, oi.""quantity"" FROM product_catalog AS p JOIN ""order_items"" AS oi ON p.""product_id"" = oi.""product_id"" WHERE NOT p.prod_name IS NULL LIMIT 100;",True,True,1.0,1.0,23,0.1393939393939394,6.369995594024658,2,mixed,join,42P01,"relation ""products"" does not exist
LINE 1: SELECT p.""product_name"", oi.""quantity"" FROM ""products"" p JOI...
                                                    ^
",,3ea412b041f1c7f578ef4bd4822c803e65c546f3,fa763728a618aa5bb6d04d5b78c56337bfd92b82
SDR-42-0012,42,baseline_fuzzy,"SELECT p.""product_name"", oi.""quantity"" FROM ""products"" p JOIN ""order_items"" oi ON p.""product_id"" = oi.""product_id"" WHERE p.""product_name"" IS NOT NULL LIMIT 100;","SELECT p.""product_name"", oi.""quantity"" FROM product_catalog AS p JOIN ""order_items"" AS oi ON p.""product_id"" = oi.""product_id"" WHERE NOT p.""product_name"" IS NULL LIMIT 100;","SELECT p.prod_name, oi.""quantity"" FROM product_catalog AS p JOIN ""order_items"" AS oi ON p.""product_id"" = oi.""product_id"" WHERE NOT p.prod_name IS NULL LIMIT 100;",False,False,0.0,0.0,10,0.05847953216374269,0.0,2,mixed,join,42P01,"relation ""products"" does not exist
LINE 1: SELECT p.""product_name"", oi.""quantity"" FROM ""products"" p JOI...
                                                    ^
","column p.product_name does not exist
LINE 1: SELECT p.""product_name"", oi.""quantity"" FROM product_catalog ...
               ^
HINT:  Perhaps you meant to reference the column ""p.prod_name"".
",3ea412b041f1c7f578ef4bd4822c803e65c546f3,a3d235c6941dec5e8d9a05e7910d554453b3758a
SDR-42-0013,42,Gemma3_27b,"SELECT ""product_name"" FROM ""products"" WHERE ""product_name"" IS NOT NULL LIMIT 100;","SELECT ""prod_name"" FROM ""inventory"" WHERE ""prod_name"" IS NOT NULL LIMIT 100;",SELECT prod_name FROM inventory WHERE NOT prod_name IS NULL LIMIT 100;,True,True,1.0,1.0,13,0.17105263157894737,8.110731601715088,1,mixed,simple,42P01,"relation ""products"" does not exist
LINE 1: SELECT ""product_name"" FROM ""products"" WHERE ""product_name"" I...
                                   ^
",,177fba6953cd46482390bf0411e99d7a9bec9f8e,08ea3d5a885aafc8cf06e77683cb60a3b3e3d607
SDR-42-0013,42,DeepSeek_7b,"SELECT ""product_name"" FROM ""products"" WHERE ""product_name"" IS NOT NULL LIMIT 100;",SELECT t2.prodn_name FROM orders t1 JOIN order_items t2 ON t1.order_id = t2.order_id JOIN inventory i ON t2.product_id = i.product_id WHERE t2.prodn_name IS NOT NULL LIMIT 100;,SELECT prod_name FROM inventory WHERE NOT prod_name IS NULL LIMIT 100;,False,False,0.0,0.0,110,0.625,10.100881576538086,1,mixed,simple,42P01,"relation ""products"" does not exist
LINE 1: SELECT ""product_name"" FROM ""products"" WHERE ""product_name"" I...
                                   ^
","column t2.prodn_name does not exist
LINE 1: SELECT t2.prodn_name FROM orders t1 JOIN order_items t2 ON t...
               ^
HINT:  Perhaps you meant to reference the column ""i.prod_name"".
",177fba6953cd46482390bf0411e99d7a9bec9f8e,088b724893fd67a04da01701a43e0701f867a103
SDR-42-0013,42,Mistral_7b,"SELECT ""product_name"" FROM ""products"" WHERE ""product_name"" IS NOT NULL LIMIT 100;","SELECT ""prod_name"" FROM ""inventory"" WHERE ""prod_name"" IS NOT NULL LIMIT 100;",SELECT prod_name FROM inventory WHERE NOT prod_name IS NULL LIMIT 100;,True,True,1.0,1.0,13,0.17105263157894737,3.1263630390167236,1,mixed,simple,42P01,"relation ""products"" does not exist
LINE 1: SELECT ""product_name"" FROM ""products"" WHERE ""product_name"" I...
                                   ^
",,177fba6953cd46482390bf0411e99d7a9bec9f8e,08ea3d5a885aafc8cf06e77683cb60a3b3e3d607
SDR-42-0013,42,phi4_14b,"SELECT ""product_name"" FROM ""products"" WHERE ""product_name"" IS NOT NULL LIMIT 100;",SELECT prod_name FROM inventory WHERE prod_name IS NOT NULL LIMIT 100;,SELECT prod_name FROM inventory WHERE NOT prod_name IS NULL LIMIT 100;,True,True,1.0,1.0,8,0.11428571428571428,5.773852109909058,1,mixed,simple,42P01,"relation ""products"" does not exist
LINE 1: SELECT ""product_name"" FROM ""products"" WHERE ""product_name"" I...
                                   ^
",,177fba6953cd46482390bf0411e99d7a9bec9f8e,5c8e73cf6330ca3b1853dc4308ec2a9331868ba9
SDR-42-0013,42,baseline_fuzzy,"SELECT ""product_name"" FROM ""products"" WHERE ""product_name"" IS NOT NULL LIMIT 100;","SELECT ""product_name"" FROM ""products"" WHERE ""product_name"" IS NOT NULL LIMIT 100;",SELECT prod_name FROM inventory WHERE NOT prod_name IS NULL LIMIT 100;,False,False,0.0,0.0,27,0.3333333333333333,0.0,1,mixed,simple,42P01,"relation ""products"" does not exist
LINE 1: SELECT ""product_name"" FROM ""products"" WHERE ""product_name"" I...
                                   ^
","relation ""products"" does not exist
LINE 1: SELECT ""product_name"" FROM ""products"" WHERE ""product_name"" I...
                                   ^
",177fba6953cd46482390bf0411e99d7a9bec9f8e,8e6631c8bdce9c9bbeb23322b65a927d233ab1c8
SDR-42-0014,42,Gemma3_27b,"SELECT ""email_address"" FROM ""customers"" WHERE ""email_address"" IS NOT NULL LIMIT 100;","SELECT ""email_address"" FROM ""users"" WHERE ""email_address"" IS NOT NULL LIMIT 100;","SELECT ""email_address"" FROM users WHERE NOT ""email_address"" IS NULL LIMIT 100;",True,True,1.0,1.0,10,0.125,8.453637599945068,1,table_rename,simple,42P01,"relation ""customers"" does not exist
LINE 1: SELECT ""email_address"" FROM ""customers"" WHERE ""email_address...
                                    ^
",,8f24e3e2ed87e9696584036e5dd5ad5f05181466,eae10f16b25eb6f49df2406364b915f9fcfae9e4
SDR-42-0014,42,DeepSeek_7b,"SELECT ""email_address"" FROM ""customers"" WHERE ""email_address"" IS NOT NULL LIMIT 100;","<think>
Okay, let me try to figure out what went wrong with the SQL query and how to fix it. So, the user provided a failing query:
SELECT ""email_address"" FROM ""customers"" WHERE ""email_address"" IS NOT NULL LIMIT 100;","SELECT ""email_address"" FROM users WHERE NOT ""email_address"" IS NULL LIMIT 100;",False,False,0.0,0.0,146,0.6759259259259259,6.636541843414307,1,table_rename,simple,42P01,"relation ""customers"" does not exist
LINE 1: SELECT ""email_address"" FROM ""customers"" WHERE ""email_address...
                                    ^
","syntax error at or near ""<""
LINE 1: <think>
        ^
",8f24e3e2ed87e9696584036e5dd5ad5f05181466,aa3592c643bd5c23629e71d3ed715bd93ec5d563
SDR-42-0014,42,Mistral_7b,"SELECT ""email_address"" FROM ""customers"" WHERE ""email_address"" IS NOT NULL LIMIT 100;",SELECT email_address FROM users WHERE email_address IS NOT NULL LIMIT 100;,"SELECT ""email_address"" FROM users WHERE NOT ""email_address"" IS NULL LIMIT 100;",True,True,1.0,1.0,12,0.15384615384615385,3.05471134185791,1,table_rename,simple,42P01,"relation ""customers"" does not exist
LINE 1: SELECT ""email_address"" FROM ""customers"" WHERE ""email_address...
                                    ^
",,8f24e3e2ed87e9696584036e5dd5ad5f05181466,08ba2549210630718e9995b05a493be977654f33
SDR-42-0014,42,phi4_14b,"SELECT ""email_address"" FROM ""customers"" WHERE ""email_address"" IS NOT NULL LIMIT 100;",SELECT email_address FROM users WHERE email_address IS NOT NULL LIMIT 100;,"SELECT ""email_address"" FROM users WHERE NOT ""email_address"" IS NULL LIMIT 100;",True,True,1.0,1.0,12,0.15384615384615385,5.585583448410034,1,table_rename,simple,42P01,"relation ""customers"" does not exist
LINE 1: SELECT ""email_address"" FROM ""customers"" WHERE ""email_address...
                                    ^
",,8f24e3e2ed87e9696584036e5dd5ad5f05181466,efc79e62afe9271121b7607650cc7c95420e36cc
SDR-42-0014,42,baseline_fuzzy,"SELECT ""email_address"" FROM ""customers"" WHERE ""email_address"" IS NOT NULL LIMIT 100;","SELECT ""email_address"" FROM users WHERE NOT ""email_address"" IS NULL LIMIT 100;","SELECT ""email_address"" FROM users WHERE NOT ""email_address"" IS NULL LIMIT 100;",True,True,1.0,1.0,0,0.0,0.0,1,table_rename,simple,42P01,"relation ""customers"" does not exist
LINE 1: SELECT ""email_address"" FROM ""customers"" WHERE ""email_address...
                                    ^
",,8f24e3e2ed87e9696584036e5dd5ad5f05181466,ff227f212230a9e466126e6a7f3e84351213d7bb
SDR-42-0015,42,Gemma3_27b,"SELECT * FROM ""order_items"" WHERE ""unit_price"" IN (SELECT DISTINCT ""unit_price"" FROM ""order_items"" WHERE ""unit_price"" IS NOT NULL LIMIT 10) LIMIT 50;","SELECT * FROM ""order_items"" WHERE ""price"" IN (SELECT DISTINCT ""price"" FROM ""order_items"" WHERE ""price"" IS NOT NULL LIMIT 10) LIMIT 50;","SELECT * FROM ""order_items"" WHERE price IN (SELECT DISTINCT price FROM ""order_items"" WHERE NOT price IS NULL LIMIT 10) LIMIT 50;",True,True,1.0,1.0,13,0.09701492537313433,8.924771308898926,1,single_column,subquery,42703,"column ""unit_price"" does not exist
LINE 1: ...der_items"" WHERE ""unit_price"" IN (SELECT DISTINCT ""unit_pric...
                                                             ^
",,9fb57e35d187bbf5a188502dc002d4f7a383afbb,24cf8df534b0fa8dcc279b5fef0f054c03a0dbf7
SDR-42-0015,42,DeepSeek_7b,"SELECT * FROM ""order_items"" WHERE ""unit_price"" IN (SELECT DISTINCT ""unit_price"" FROM ""order_items"" WHERE ""unit_price"" IS NOT NULL LIMIT 10) LIMIT 50;","SELECT * FROM ""order_items"" WHERE ""price"" IN (SELECT DISTINCT ""price"" FROM ""orders"" LIMIT 10) LIMIT 50;","SELECT * FROM ""order_items"" WHERE price IN (SELECT DISTINCT price FROM ""order_items"" WHERE NOT price IS NULL LIMIT 10) LIMIT 50;",True,False,0.07142857142857142,0.07142857142857142,33,0.2578125,9.54144811630249,1,single_column,subquery,42703,"column ""unit_price"" does not exist
LINE 1: ...der_items"" WHERE ""unit_price"" IN (SELECT DISTINCT ""unit_pric...
                                                             ^
",,9fb57e35d187bbf5a188502dc002d4f7a383afbb,0c268581607d08a3cfd3305ad3e35159ef62dcdb
SDR-42-0015,42,Mistral_7b,"SELECT * FROM ""order_items"" WHERE ""unit_price"" IN (SELECT DISTINCT ""unit_price"" FROM ""order_items"" WHERE ""unit_price"" IS NOT NULL LIMIT 10) LIMIT 50;","SELECT * FROM ""order_items"" WHERE ""price"" IN (SELECT DISTINCT ""unit_price"" FROM ""order_items"" WHERE ""product_id"" IS NOT NULL) LIMIT 50;","SELECT * FROM ""order_items"" WHERE price IN (SELECT DISTINCT price FROM ""order_items"" WHERE NOT price IS NULL LIMIT 10) LIMIT 50;",False,False,0.0,0.0,30,0.2222222222222222,3.3066227436065674,1,single_column,subquery,42703,"column ""unit_price"" does not exist
LINE 1: ...der_items"" WHERE ""unit_price"" IN (SELECT DISTINCT ""unit_pric...
                                                             ^
","column ""unit_price"" does not exist
LINE 1: ...M ""order_items"" WHERE ""price"" IN (SELECT DISTINCT ""unit_pric...
                                                             ^
",9fb57e35d187bbf5a188502dc002d4f7a383afbb,5b1da608c646308b255c8352eeeb3203499aa0b6
SDR-42-0015,42,phi4_14b,"SELECT * FROM ""order_items"" WHERE ""unit_price"" IN (SELECT DISTINCT ""unit_price"" FROM ""order_items"" WHERE ""unit_price"" IS NOT NULL LIMIT 10) LIMIT 50;","SELECT * FROM ""order_items"" WHERE ""price"" IN (SELECT DISTINCT ""price"" FROM ""order_items"" WHERE ""price"" IS NOT NULL LIMIT 10) LIMIT 50;","SELECT * FROM ""order_items"" WHERE price IN (SELECT DISTINCT price FROM ""order_items"" WHERE NOT price IS NULL LIMIT 10) LIMIT 50;",True,True,1.0,1.0,13,0.09701492537313433,6.212026834487915,1,single_column,subquery,42703,"column ""unit_price"" does not exist
LINE 1: ...der_items"" WHERE ""unit_price"" IN (SELECT DISTINCT ""unit_pric...
                                                             ^
",,9fb57e35d187bbf5a188502dc002d4f7a383afbb,5e2270f081c035326a5f37ec377cb52ae4d7d302
SDR-42-0015,42,baseline_fuzzy,"SELECT * FROM ""order_items"" WHERE ""unit_price"" IN (SELECT DISTINCT ""unit_price"" FROM ""order_items"" WHERE ""unit_price"" IS NOT NULL LIMIT 10) LIMIT 50;","SELECT * FROM ""order_items"" WHERE ""unit_price"" IN (SELECT DISTINCT ""unit_price"" FROM ""order_items"" WHERE ""unit_price"" IS NOT NULL LIMIT 10) LIMIT 50;","SELECT * FROM ""order_items"" WHERE price IN (SELECT DISTINCT price FROM ""order_items"" WHERE NOT price IS NULL LIMIT 10) LIMIT 50;",False,False,0.0,0.0,23,0.15436241610738255,0.0,1,single_column,subquery,42703,"column ""unit_price"" does not exist
LINE 1: ...der_items"" WHERE ""unit_price"" IN (SELECT DISTINCT ""unit_pric...
                                                             ^
","column ""unit_price"" does not exist
LINE 1: ...der_items"" WHERE ""unit_price"" IN (SELECT DISTINCT ""unit_pric...
                                                             ^
",9fb57e35d187bbf5a188502dc002d4f7a383afbb,2c31aaa32219028315783f8e392810c322206ca6
SDR-42-0016,42,Gemma3_27b,"SELECT ""total_amount"" FROM ""orders"" WHERE ""total_amount"" IS NOT NULL LIMIT 100;","SELECT ""amount"" FROM ""orders"" WHERE ""amount"" IS NOT NULL LIMIT 100;","SELECT amount FROM ""orders"" WHERE NOT amount IS NULL LIMIT 100;",True,True,1.0,1.0,11,0.16417910447761194,8.441532850265503,2,single_column,simple,42703,"column ""total_amount"" does not exist
LINE 1: SELECT ""total_amount"" FROM ""orders"" WHERE ""total_amount"" IS ...
               ^
",,5d0e5e9231eeb52c1b6b9eb8a64ae2ab2247092e,5e2d9c6409ecdf3970c3d0228a311f143b619b01
SDR-42-0016,42,DeepSeek_7b,"SELECT ""total_amount"" FROM ""orders"" WHERE ""total_amount"" IS NOT NULL LIMIT 100;","SELECT ""amount"" FROM ""orders"" WHERE ""amount"" IS NOT NULL LIMIT 100;","SELECT amount FROM ""orders"" WHERE NOT amount IS NULL LIMIT 100;",True,True,1.0,1.0,11,0.16417910447761194,9.318384408950806,2,single_column,simple,42703,"column ""total_amount"" does not exist
LINE 1: SELECT ""total_amount"" FROM ""orders"" WHERE ""total_amount"" IS ...
               ^
",,5d0e5e9231eeb52c1b6b9eb8a64ae2ab2247092e,c8a3b74a207d74792468445a9ce1f1ce766e4940
SDR-42-0016,42,Mistral_7b,"SELECT ""total_amount"" FROM ""orders"" WHERE ""total_amount"" IS NOT NULL LIMIT 100;",SELECT SUM(order_items.unit_price * order_items.quantity) as total_amount FROM orders INNER JOIN order_items ON orders.order_id = order_items.order_id GROUP BY orders.order_id LIMIT 100;,"SELECT amount FROM ""orders"" WHERE NOT amount IS NULL LIMIT 100;",True,False,0.0,0.0,138,0.7419354838709677,3.3141887187957764,2,single_column,simple,42703,"column ""total_amount"" does not exist
LINE 1: SELECT ""total_amount"" FROM ""orders"" WHERE ""total_amount"" IS ...
               ^
",,5d0e5e9231eeb52c1b6b9eb8a64ae2ab2247092e,ab8162399af0c31dba7bc01109d64789089a50a8
SDR-42-0016,42,phi4_14b,"SELECT ""total_amount"" FROM ""orders"" WHERE ""total_amount"" IS NOT NULL LIMIT 100;","SELECT ""amount"" FROM ""orders"" WHERE ""amount"" IS NOT NULL LIMIT 100;","SELECT amount FROM ""orders"" WHERE NOT amount IS NULL LIMIT 100;",True,True,1.0,1.0,11,0.16417910447761194,5.863942623138428,2,single_column,simple,42703,"column ""total_amount"" does not exist
LINE 1: SELECT ""total_amount"" FROM ""orders"" WHERE ""total_amount"" IS ...
               ^
",,5d0e5e9231eeb52c1b6b9eb8a64ae2ab2247092e,d1ee767cb38089b863cf5263506bbf3ca87770ee
SDR-42-0016,42,baseline_fuzzy,"SELECT ""total_amount"" FROM ""orders"" WHERE ""total_amount"" IS NOT NULL LIMIT 100;","SELECT amount FROM ""orders"" WHERE NOT amount IS NULL LIMIT 100;","SELECT amount FROM ""orders"" WHERE NOT amount IS NULL LIMIT 100;",True,True,1.0,1.0,0,0.0,0.0,2,single_column,simple,42703,"column ""total_amount"" does not exist
LINE 1: SELECT ""total_amount"" FROM ""orders"" WHERE ""total_amount"" IS ...
               ^
",,5d0e5e9231eeb52c1b6b9eb8a64ae2ab2247092e,39cb54489ae2ab87683bce9b29f5fb8dfcbee9ed
SDR-42-0018,42,Gemma3_27b,"SELECT ""unit_price"" FROM ""products"" WHERE ""unit_price"" IS NOT NULL LIMIT 100;","SELECT ""unit_price"" FROM ""order_items"" WHERE ""unit_price"" IS NOT NULL LIMIT 100;","SELECT item_price FROM ""products"" WHERE NOT item_price IS NULL LIMIT 100;",True,False,0.0,0.0,25,0.3125,8.372300624847412,3,single_column,simple,42703,"column ""unit_price"" does not exist
LINE 1: SELECT ""unit_price"" FROM ""products"" WHERE ""unit_price"" IS NO...
               ^
",,b9fc171c595f64d2efb71dcdad85273d4dba841a,e6c0d8a3c1acf15a74e08b9ed6e563006abdc416
SDR-42-0018,42,DeepSeek_7b,"SELECT ""unit_price"" FROM ""products"" WHERE ""unit_price"" IS NOT NULL LIMIT 100;","<think>
Alright, I'm trying to figure out why my SQL query is failing. The error message says that the column ""unit_price"" doesn't exist. Let me look at the current database schema provided.
I see there's a table called order_items which has a column named unit_price. So the query is trying to access this column, but it's not present in the products table as I originally thought.
In my initial approach, I assumed that ""unit_price"" was part of the products table, so modifying the select statement to use item_price from products would have made sense. But wait, according to the schema, unit_price is actually in order_items.
So maybe I should change the column name and the table it's being queried from. That way, the query will find the correct column and execute without errors.
</think>
The error indicates that ""unit_price"" doesn't exist as a column in your database because it's actually located in the ""order_items"" table. Modify the SQL query to select from ""order_items"" instead.
Corrected SQL: `SELECT ""unit_price"" FROM ""order_items"";","SELECT item_price FROM ""products"" WHERE NOT item_price IS NULL LIMIT 100;",False,False,0.0,0.0,981,0.9351763584366063,5.853153228759766,3,single_column,simple,42703,"column ""unit_price"" does not exist
LINE 1: SELECT ""unit_price"" FROM ""products"" WHERE ""unit_price"" IS NO...
               ^
","syntax error at or near ""<""
LINE 1: <think>
        ^
",b9fc171c595f64d2efb71dcdad85273d4dba841a,87760ec7ffed595e31631d8f76f6f976765c249b
SDR-42-0018,42,Mistral_7b,"SELECT ""unit_price"" FROM ""products"" WHERE ""unit_price"" IS NOT NULL LIMIT 100;","SELECT ""unit_price"" FROM ""order_items"" WHERE ""unit_price"" IS NOT NULL LIMIT 100;","SELECT item_price FROM ""products"" WHERE NOT item_price IS NULL LIMIT 100;",True,False,0.0,0.0,25,0.3125,3.109522581100464,3,single_column,simple,42703,"column ""unit_price"" does not exist
LINE 1: SELECT ""unit_price"" FROM ""products"" WHERE ""unit_price"" IS NO...
               ^
",,b9fc171c595f64d2efb71dcdad85273d4dba841a,e6c0d8a3c1acf15a74e08b9ed6e563006abdc416
SDR-42-0018,42,phi4_14b,"SELECT ""unit_price"" FROM ""products"" WHERE ""unit_price"" IS NOT NULL LIMIT 100;","SELECT ""unit_price"" FROM ""order_items"" WHERE ""unit_price"" IS NOT NULL LIMIT 100;","SELECT item_price FROM ""products"" WHERE NOT item_price IS NULL LIMIT 100;",True,False,0.0,0.0,25,0.3125,5.685942888259888,3,single_column,simple,42703,"column ""unit_price"" does not exist
LINE 1: SELECT ""unit_price"" FROM ""products"" WHERE ""unit_price"" IS NO...
               ^
",,b9fc171c595f64d2efb71dcdad85273d4dba841a,8db2fc4903597b3cd16fabb0c9a0969342fcecf6
SDR-42-0018,42,baseline_fuzzy,"SELECT ""unit_price"" FROM ""products"" WHERE ""unit_price"" IS NOT NULL LIMIT 100;","SELECT ""unit_price"" FROM ""products"" WHERE ""unit_price"" IS NOT NULL LIMIT 100;","SELECT item_price FROM ""products"" WHERE NOT item_price IS NULL LIMIT 100;",False,False,0.0,0.0,17,0.22077922077922077,0.0,3,single_column,simple,42703,"column ""unit_price"" does not exist
LINE 1: SELECT ""unit_price"" FROM ""products"" WHERE ""unit_price"" IS NO...
               ^
","column ""unit_price"" does not exist
LINE 1: SELECT ""unit_price"" FROM ""products"" WHERE ""unit_price"" IS NO...
               ^
",b9fc171c595f64d2efb71dcdad85273d4dba841a,5d2468d356e5a6aa07ee760adcd547f0ef9f4fd4
SDR-42-0019,42,Gemma3_27b,"SELECT ""customer_name"", COUNT(*) AS cnt FROM ""customers"" WHERE ""customer_name"" IS NOT NULL GROUP BY ""customer_name"" ORDER BY cnt DESC LIMIT 50;","SELECT ""full_name"", COUNT(*) AS cnt FROM ""customers"" WHERE ""full_name"" IS NOT NULL GROUP BY ""full_name"" ORDER BY cnt DESC LIMIT 50;","SELECT full_name, COUNT(*) AS cnt FROM ""customers"" WHERE NOT full_name IS NULL GROUP BY full_name ORDER BY cnt DESC LIMIT 50;",True,True,1.0,1.0,13,0.09923664122137404,8.488164901733398,1,single_column,aggregation,42703,"column ""customer_name"" does not exist
LINE 1: SELECT ""customer_name"", COUNT(*) AS cnt FROM ""customers"" WHE...
               ^
",,68b21c09a279849a6469e002fc773b5dcec44f41,ba21a076fe70ec53cd9404cddb75d11226befa97
SDR-42-0019,42,DeepSeek_7b,"SELECT ""customer_name"", COUNT(*) AS cnt FROM ""customers"" WHERE ""customer_name"" IS NOT NULL GROUP BY ""customer_name"" ORDER BY cnt DESC LIMIT 50;","SELECT ""full_name"", COUNT(*) AS cnt FROM ""customers"" GROUP BY ""full_name"" ORDER BY cnt DESC LIMIT 50;","SELECT full_name, COUNT(*) AS cnt FROM ""customers"" WHERE NOT full_name IS NULL GROUP BY full_name ORDER BY cnt DESC LIMIT 50;",True,True,1.0,1.0,32,0.256,6.857743263244629,1,single_column,aggregation,42703,"column ""customer_name"" does not exist
LINE 1: SELECT ""customer_name"", COUNT(*) AS cnt FROM ""customers"" WHE...
               ^
",,68b21c09a279849a6469e002fc773b5dcec44f41,662b34bafc27d09e46a89d783fbd57dffff92ca7
SDR-42-0019,42,Mistral_7b,"SELECT ""customer_name"", COUNT(*) AS cnt FROM ""customers"" WHERE ""customer_name"" IS NOT NULL GROUP BY ""customer_name"" ORDER BY cnt DESC LIMIT 50;","SELECT full_name AS customer_name, COUNT(*) AS cnt FROM ""customers"" WHERE full_name IS NOT NULL GROUP BY full_name ORDER BY cnt DESC LIMIT 50;","SELECT full_name, COUNT(*) AS cnt FROM ""customers"" WHERE NOT full_name IS NULL GROUP BY full_name ORDER BY cnt DESC LIMIT 50;",True,True,1.0,1.0,25,0.176056338028169,2.966909885406494,1,single_column,aggregation,42703,"column ""customer_name"" does not exist
LINE 1: SELECT ""customer_name"", COUNT(*) AS cnt FROM ""customers"" WHE...
               ^
",,68b21c09a279849a6469e002fc773b5dcec44f41,775b7710010ca0429d71b4a323bfe1521d2c5739
